Name,Year_of_Release,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,User_Count
Disney's Kim Possible: Global Gemini,2007.0,0.05,0.01,0.0,0.0,0.06,24.0
Rock Blast,2008.0,0.06,0.0,0.0,0.0,0.06,24.0
I Love Beauty: Hollywood Makeover,2009.0,0.06,0.0,0.0,0.0,0.06,24.0
A New Beginning,2010.0,0.0,0.05,0.0,0.01,0.06,24.0
World Cup of Pool,2009.0,0.06,0.0,0.0,0.0,0.06,24.0
Santa Claus Is Comin' to Town!,2011.0,0.06,0.0,0.0,0.0,0.06,24.0
Create,2010.0,0.04,0.01,0.0,0.01,0.06,9.0
MLB Power Pros 2008,2008.0,0.06,0.0,0.0,0.0,0.06,24.0
Combat Elite: WWII Paratroopers,2008.0,0.03,0.02,0.0,0.01,0.06,24.0
Power Pro Success Legends,2010.0,0.0,0.0,0.06,0.0,0.06,24.0
Killer Loop,1999.0,0.03,0.02,0.0,0.0,0.06,24.0
Cabela's Dangerous Hunts: Ultimate Challenge,2006.0,0.06,0.0,0.0,0.0,0.06,4.0
Little League World Series Baseball 2008,2008.0,0.06,0.0,0.0,0.0,0.06,24.0
Worldwide Soccer,1994.0,0.0,0.0,0.06,0.0,0.06,24.0
Toriko: Gourmet Battle!,2013.0,0.0,0.0,0.06,0.0,0.06,24.0
Tony Hawk's Pro Skater 5,2015.0,0.05,0.0,0.0,0.01,0.06,12.0
Showtime Championship Boxing,2007.0,0.06,0.0,0.0,0.0,0.06,24.0
Commandos: Strike Force,2006.0,0.03,0.02,0.0,0.01,0.06,11.0
Mobile Suit Gundam: Gundam vs. Zeta Gundam,2004.0,0.03,0.02,0.0,0.01,0.06,11.0
Puzzler Collection,2008.0,0.05,0.0,0.0,0.0,0.06,24.0
Rapala Pro Fishing,2004.0,0.04,0.02,0.0,0.0,0.06,24.0
Guilty Gear X: Advance Edition,2002.0,0.04,0.02,0.0,0.0,0.06,10.0
Fate/Tiger Colosseum Upper,2008.0,0.0,0.0,0.06,0.0,0.06,24.0
Zaidan Houjin Nippon Kanji Nouryoku Kentei Kyoukai Kounin: KanKen DS3 Deluxe,2009.0,0.0,0.0,0.06,0.0,0.06,24.0
Warriors of the Lost Empire,2007.0,0.05,0.0,0.0,0.0,0.06,12.0
Pop Cutie! Street Fashion Simulation,2008.0,0.06,0.0,0.0,0.0,0.06,24.0
Ford Racing 3,2005.0,0.04,0.02,0.0,0.0,0.06,24.0
Culdcept Revolt,2016.0,0.0,0.0,0.06,0.0,0.06,24.0
Devil's Third,2015.0,0.04,0.02,0.0,0.01,0.06,283.0
PachiPara 13: Super Umi no Pachi-Pro Fuuunroku,2006.0,0.0,0.0,0.06,0.0,0.06,24.0
World Soccer Winning Eleven 9 (US sales),2005.0,0.05,0.0,0.0,0.0,0.06,24.0
Star Trek: Tactical Assault,2006.0,0.05,0.01,0.0,0.0,0.06,10.0
Oddworld: Munch's Oddysee,2003.0,0.04,0.02,0.0,0.0,0.06,4.0
Winning Post 4 Maximum,2000.0,0.0,0.0,0.06,0.0,0.06,24.0
Xiaolin Showdown,2006.0,0.05,0.0,0.0,0.0,0.06,24.0
Exhibition Volume 5,2004.0,0.04,0.01,0.0,0.0,0.06,24.0
Record of Lodoss War: Eiyuu Sensou,1994.0,0.0,0.0,0.06,0.0,0.06,24.0
Pro Yakyuu Netsu Star 2007,2007.0,0.0,0.0,0.06,0.0,0.06,24.0
Starry ? Sky: In Summer,2010.0,0.0,0.0,0.06,0.0,0.06,24.0
Klonoa Beach Volleyball,2002.0,0.03,0.02,0.0,0.0,0.06,24.0
Melty Blood: Actress Again,2009.0,0.0,0.0,0.06,0.0,0.06,24.0
Mahouka Koukou no Rettousei: Out of Order,2014.0,0.0,0.0,0.06,0.0,0.06,24.0
3D Lemmings,1995.0,0.03,0.02,0.0,0.0,0.06,24.0
Hi Hi Puffy AmiYumi: Kaznapped,2005.0,0.04,0.02,0.0,0.0,0.06,24.0
Broken Sword: The Shadow of the Templars,2002.0,0.04,0.02,0.0,0.0,0.06,10.0
Resident Evil - Code: Veronica X,2003.0,0.05,0.01,0.0,0.0,0.06,32.0
Corpse Party: Back to School Edition,2016.0,0.05,0.0,0.0,0.01,0.06,24.0
Tenchi Muyou! Ryoukouki Gokuraku,1995.0,0.0,0.0,0.06,0.0,0.06,24.0
Kelly Slater's Pro Surfer,2002.0,0.05,0.01,0.0,0.0,0.06,24.0
I Am In The Movie,2012.0,0.0,0.0,0.06,0.0,0.06,24.0
Zoo Tycoon: Complete Collection,2003.0,0.03,0.02,0.0,0.01,0.06,8.0
Trapt,2005.0,0.03,0.02,0.0,0.01,0.06,14.0
Splat Renegade Paintball,2005.0,0.04,0.01,0.0,0.0,0.06,24.0
Lord of Magna: Maiden Heaven,2014.0,0.0,0.0,0.06,0.0,0.06,36.0
SpongeBob SquarePants: Plankton's Robotic Revenge,2013.0,0.0,0.06,0.0,0.0,0.06,24.0
Metal Max 4: Gekkou no Diva,2013.0,0.0,0.0,0.06,0.0,0.06,24.0
Magi: Aratanaru Sekai,2014.0,0.0,0.0,0.06,0.0,0.06,24.0
Worms 3D,2003.0,0.04,0.01,0.0,0.0,0.06,10.0
Playmobil Knights,2009.0,0.04,0.01,0.0,0.0,0.06,24.0
MXGP 2,2016.0,0.03,0.02,0.0,0.01,0.06,24.0
PoPoLoCrois,2005.0,0.05,0.0,0.0,0.0,0.06,17.0
Dragon Rage,2001.0,0.03,0.02,0.0,0.01,0.06,9.0
Theresia...,2008.0,0.05,0.0,0.0,0.0,0.06,8.0
Sacred 2: Fallen Angel,2008.0,0.0,0.05,0.0,0.01,0.06,203.0
Dance Sensation!,2010.0,0.06,0.0,0.0,0.0,0.06,24.0
Adventure Time: The Secret of the Nameless Kingdom,2014.0,0.0,0.05,0.0,0.0,0.06,4.0
Teenage Mutant Ninja Turtles 3: Mutant Nightmare,2005.0,0.05,0.0,0.0,0.0,0.06,5.0
Raw Danger! (JP sales),2006.0,0.0,0.0,0.06,0.0,0.06,24.0
Archer Maclean Presents: Pool Paradise,2004.0,0.03,0.02,0.0,0.01,0.06,24.0
Jumper: Griffin's Story,2008.0,0.05,0.0,0.0,0.0,0.06,30.0
Tabi no Yubisashi Kaiwachou DS: DS Series 3 Kankoku,2006.0,0.0,0.0,0.06,0.0,0.06,24.0
Utawarerumono: Itsuwari no Kamen,2015.0,0.0,0.0,0.06,0.0,0.06,24.0
pro evolution soccer 2011,2010.0,0.0,0.05,0.0,0.01,0.06,24.0
Backyard Skateboarding 2006,2004.0,0.04,0.02,0.0,0.0,0.06,24.0
Syndicate,1992.0,0.0,0.05,0.0,0.01,0.06,24.0
Tron 2.0: Killer App,2004.0,0.04,0.01,0.0,0.0,0.06,4.0
Steins;Gate: Hiyoku Renri no Darling,2012.0,0.0,0.0,0.06,0.0,0.06,24.0
Call of Duty: The War Collection,2010.0,0.05,0.0,0.0,0.0,0.06,24.0
Gegege no Kitarou: Youkai Daigekisen,2008.0,0.0,0.0,0.06,0.0,0.06,24.0
Dig Dug: Digging Strike,2005.0,0.05,0.0,0.0,0.0,0.06,24.0
FIFA Soccer 07,2006.0,0.05,0.01,0.0,0.0,0.06,24.0
Emblem of Gundam,2008.0,0.0,0.0,0.06,0.0,0.06,24.0
The Fast and the Furious,2006.0,0.03,0.02,0.0,0.01,0.06,24.0
Satisfashion,2010.0,0.05,0.0,0.0,0.0,0.06,24.0
Imagine: Resort Owner,2010.0,0.05,0.0,0.0,0.0,0.06,24.0
G-Police: Weapons of Justice,1999.0,0.03,0.02,0.0,0.0,0.06,24.0
Paws & Claws: Pampered Pets 2,2011.0,0.05,0.0,0.0,0.0,0.06,24.0
Policenauts,1995.0,0.0,0.0,0.06,0.0,0.06,24.0
All Kamen Rider: Rider Generation 2,2012.0,0.0,0.0,0.06,0.0,0.06,24.0
Killing Zone,1996.0,0.03,0.02,0.0,0.0,0.06,24.0
Adventures of Lolo,1989.0,0.06,0.0,0.0,0.0,0.06,24.0
Quiz! Hexagon II,2010.0,0.0,0.0,0.06,0.0,0.06,24.0
Vampire Rain: Altered Species,2008.0,0.05,0.0,0.0,0.0,0.06,36.0
The History Channel: Battle for the Pacific,2007.0,0.05,0.0,0.0,0.0,0.06,21.0
BlazBlue Central Fiction,2016.0,0.02,0.02,0.02,0.01,0.06,24.0
Racing Gears Advance,2004.0,0.04,0.02,0.0,0.0,0.06,9.0
Syphon Filter: Logan's Shadow,2010.0,0.03,0.02,0.0,0.01,0.06,9.0
NTRA Breeders' Cup World Thoroughbred Championships,2005.0,0.04,0.01,0.0,0.0,0.06,24.0
Mayhem 3D,2011.0,0.05,0.0,0.0,0.01,0.06,24.0
Daito Giken Koushiki Pachi-Slot Simulator: Shin Yoshimune,2008.0,0.0,0.0,0.06,0.0,0.06,24.0
Toy Soldiers: War Chest,2015.0,0.05,0.0,0.0,0.01,0.06,50.0
Tanjou S Debut,1996.0,0.0,0.0,0.06,0.0,0.06,24.0
Inversion,2012.0,0.03,0.02,0.0,0.01,0.06,72.0
Nendoroid Generation,2012.0,0.0,0.0,0.06,0.0,0.06,24.0
Pop'n TwinBee: Rainbow Bell Adventure,1993.0,0.0,0.0,0.06,0.0,0.06,24.0
Need for Speed: Shift,2009.0,0.0,0.05,0.0,0.01,0.06,387.0
Mercury Meltdown,2006.0,0.05,0.0,0.0,0.01,0.06,8.0
Exist Archive: The Other Side of the Sky,2015.0,0.01,0.0,0.05,0.0,0.06,12.0
Zoo Tycoon 2,2004.0,0.0,0.05,0.0,0.01,0.06,43.0
Broken Helix,1997.0,0.03,0.02,0.0,0.0,0.06,24.0
Crazy Chicken: Pharaoh's Treasure,2007.0,0.05,0.0,0.0,0.0,0.06,24.0
Katekyoo Hitman Reborn! DS Fate of Heat III - Yuki no Shugosha Raishuu!,2010.0,0.0,0.0,0.06,0.0,0.06,24.0
Brave: A Warrior's Tale,2009.0,0.05,0.01,0.0,0.0,0.06,4.0
Myst III: Exile,2002.0,0.04,0.01,0.0,0.0,0.06,24.0
Hajime no Ippo Portable: Victorious Spirits,2007.0,0.0,0.0,0.06,0.0,0.06,24.0
CMT Presents: Karaoke Revolution Country,2006.0,0.03,0.02,0.0,0.01,0.06,24.0
Katekyoo Hitman Reborn! DS: Flame Rumble Mukuro Kyoushuu,2007.0,0.0,0.0,0.06,0.0,0.06,24.0
Rooms: The Main Building,2010.0,0.05,0.0,0.0,0.0,0.06,24.0
Brave: A Warrior's Tale,2009.0,0.05,0.0,0.0,0.0,0.06,24.0
Jumble Madness,2009.0,0.06,0.0,0.0,0.0,0.06,24.0
Brain Quest: Grades 3 & 4,2008.0,0.05,0.0,0.0,0.0,0.06,24.0
Cid to Chocobo no Fushigi na Dungeon: Toki Wasure no Meikyuu DS+,2008.0,0.0,0.0,0.06,0.0,0.06,24.0
Vitamin X to Z,2011.0,0.0,0.0,0.06,0.0,0.06,24.0
Fatal Frame,2002.0,0.04,0.01,0.0,0.0,0.06,16.0
Urban Chaos: Riot Response,2006.0,0.03,0.02,0.0,0.01,0.06,24.0
Tom Clancy's Ghost Recon: Advanced Warfighter,2006.0,0.03,0.02,0.0,0.01,0.06,41.0
Jacqueline Wilson's Tracy Beaker: The Game,2009.0,0.0,0.05,0.0,0.0,0.06,24.0
Teenage Mutant Ninja Turtles II: Back from the Sewers,1991.0,0.0,0.0,0.06,0.0,0.06,24.0
Ivy the Kiwi?,2010.0,0.04,0.02,0.0,0.0,0.06,12.0
Resident Evil 2,2003.0,0.04,0.01,0.0,0.0,0.06,31.0
Honeycomb Beat,2006.0,0.05,0.0,0.0,0.0,0.06,24.0
Real Bout Garou Densetsu Special: Dominated Mind,1998.0,0.0,0.0,0.05,0.0,0.06,24.0
Minna no Sukkiri,2009.0,0.0,0.0,0.06,0.0,0.06,24.0
Catwoman,2004.0,0.04,0.01,0.0,0.0,0.06,5.0
Aquarium by DS,2008.0,0.05,0.0,0.0,0.0,0.06,24.0
Winter Sports 2: The Next Challenge,2008.0,0.04,0.02,0.0,0.0,0.06,24.0
Chaos Rings III,2014.0,0.0,0.0,0.06,0.0,0.06,24.0
Top Gun: Hard Lock,2012.0,0.03,0.02,0.0,0.0,0.06,16.0
Kamen Rider: Battride War Genesis,2016.0,0.0,0.0,0.06,0.0,0.06,24.0
Warriors Orochi 2,2008.0,0.04,0.0,0.01,0.0,0.06,15.0
Mana Khemia: Alchemists of Al-Revis,2007.0,0.03,0.02,0.0,0.01,0.06,41.0
Burning Rangers,1998.0,0.0,0.0,0.06,0.0,0.06,24.0
Flip's Twisted World,2008.0,0.05,0.0,0.0,0.0,0.06,24.0
Street Fighter V,2016.0,0.0,0.05,0.0,0.0,0.06,431.0
The Amazing Spider-Man 2 (2014),2014.0,0.03,0.02,0.0,0.0,0.06,24.0
Katekyoo Hitman Reborn! DS Flame Rumble XX - Kessen! Shin 6 Chouka,2010.0,0.0,0.0,0.06,0.0,0.06,24.0
Samurai Warriors 4: Empires,2015.0,0.0,0.0,0.06,0.0,0.06,24.0
Interplay Sports Baseball 2000,1999.0,0.03,0.02,0.0,0.0,0.06,24.0
Zone of the Enders: The Fist of Mars,2001.0,0.04,0.02,0.0,0.0,0.06,9.0
Animorphs: Shattered Reality,2000.0,0.03,0.02,0.0,0.0,0.06,24.0
Teenage Mutant Ninja Turtles: Tournament Fighters,1992.0,0.0,0.0,0.06,0.0,0.06,24.0
Eikan wa Kimini 2002: Koshien no Kodou,2002.0,0.0,0.0,0.06,0.0,0.06,24.0
MX vs. ATV Supercross Encore,2015.0,0.0,0.05,0.0,0.01,0.06,9.0
Gun Showdown,2006.0,0.05,0.0,0.0,0.01,0.06,9.0
Terminator 3: Rise of the Machines,2003.0,0.04,0.02,0.0,0.0,0.06,24.0
Jissen Pachislot Hisshouhou! Hokuto no Ken Portable SE,2006.0,0.0,0.0,0.06,0.0,0.06,24.0
G1 Jockey 2,2000.0,0.0,0.0,0.06,0.0,0.06,24.0
Tiger Woods PGA Tour 08,2007.0,0.05,0.0,0.0,0.0,0.06,8.0
Mobile Ops: The One Year War,2008.0,0.0,0.0,0.06,0.0,0.06,24.0
Constantine,2005.0,0.04,0.01,0.0,0.0,0.06,17.0
Tom Clancy's Splinter Cell: Double Agent,2006.0,0.04,0.01,0.0,0.0,0.06,7.0
Senritsu no Stratus,2011.0,0.0,0.0,0.06,0.0,0.06,24.0
Katekyoo Hitman Reborn! DS Flame Rumble X - Mirai Chou-Bakuhatsu!!,2009.0,0.0,0.0,0.06,0.0,0.06,24.0
Gormiti: The Lords of Nature!,2010.0,0.05,0.0,0.0,0.0,0.06,24.0
Monkey Island: Special Edition Collection,2011.0,0.0,0.05,0.0,0.01,0.06,24.0
Samurai Shodown Anthology,2008.0,0.05,0.0,0.0,0.0,0.06,5.0
S.T.A.L.K.E.R.: Shadow of Chernobyl,2007.0,0.01,0.04,0.0,0.01,0.06,1088.0
Nanostray,2005.0,0.05,0.0,0.0,0.0,0.06,19.0
Wantame Fortune Channel,2007.0,0.0,0.0,0.06,0.0,0.06,24.0
Atari's Greatest Hits: Volume 2,2011.0,0.05,0.0,0.0,0.0,0.06,24.0
Evangelion: Jo,2009.0,0.0,0.0,0.06,0.0,0.06,24.0
Bleach: Blade Battlers 2nd,2007.0,0.0,0.0,0.06,0.0,0.06,24.0
Samurai Jack: The Shadow of Aku,2004.0,0.03,0.02,0.0,0.01,0.06,10.0
Men in Black The Series: Crashdown,2001.0,0.03,0.02,0.0,0.0,0.06,24.0
Kamen Rider Kabuto,2006.0,0.0,0.0,0.06,0.0,0.06,24.0
Tropico 5,2014.0,0.03,0.02,0.0,0.0,0.06,9.0
Winx Club: Quest for the Codex,2006.0,0.03,0.02,0.0,0.0,0.06,6.0
Zero Divide,1995.0,0.03,0.02,0.0,0.0,0.06,24.0
FIFA Street,2005.0,0.04,0.01,0.0,0.0,0.06,24.0
Tsugunai: Atonement,2001.0,0.02,0.01,0.02,0.0,0.06,24.0
Rugby World Cup 2015,2015.0,0.0,0.05,0.0,0.01,0.06,39.0
Real Soccer 2009,2008.0,0.05,0.0,0.0,0.0,0.06,24.0
Lost Kingdoms II,2003.0,0.04,0.01,0.0,0.0,0.06,14.0
Aggressive Inline,2002.0,0.04,0.01,0.0,0.0,0.06,5.0
Viewtiful Joe: Red Hot Rumble,2005.0,0.04,0.01,0.0,0.0,0.06,8.0
ZombiU,2016.0,0.0,0.04,0.01,0.01,0.06,24.0
Blade Dancer: Lineage of Light,2006.0,0.05,0.0,0.0,0.0,0.06,16.0
Hakuoki: Stories of the Shinsengumi,2010.0,0.03,0.0,0.03,0.01,0.06,10.0
X-Men: Destiny,2011.0,0.05,0.01,0.0,0.0,0.06,7.0
Kaite Shabette Hajimeyou! Monster Farm DS,2007.0,0.0,0.0,0.06,0.0,0.06,24.0
Rugby World Cup 2015,2015.0,0.0,0.05,0.0,0.01,0.06,24.0
The Sims 2: University,2005.0,0.01,0.04,0.0,0.01,0.06,49.0
Pheasants Forever Wingshooter,2010.0,0.03,0.02,0.0,0.0,0.06,24.0
Generation of Chaos,2005.0,0.05,0.0,0.0,0.0,0.06,18.0
Pro Yaky? Spirits 2012,2012.0,0.0,0.0,0.06,0.0,0.06,24.0
SD Gundam G Generation Wars,2009.0,0.0,0.0,0.06,0.0,0.06,24.0
Broken Sword II: The Smoking Mirror,1997.0,0.03,0.02,0.0,0.0,0.06,24.0
Pump It Up: Exceed,2005.0,0.03,0.02,0.0,0.01,0.06,11.0
World Championship Athletics,2009.0,0.04,0.01,0.0,0.0,0.06,24.0
Hakuouki: Yuugi Roku Ni - Matsuri Hayashi to Taishitachi,2012.0,0.0,0.0,0.06,0.0,0.06,24.0
Tokyo Twilight Ghost Hunters,2014.0,0.03,0.0,0.02,0.01,0.06,17.0
Wreckless: ThE YaKuza MisSiOns,2002.0,0.04,0.01,0.0,0.0,0.06,24.0
MotorStorm RC,2012.0,0.0,0.04,0.0,0.01,0.06,123.0
"Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 11: Shinseiki Evangelion - Magokoro o, Kimi ni",2007.0,0.0,0.0,0.06,0.0,0.06,24.0
TOCA Race Driver 2: Ultimate Racing Simulator,2004.0,0.03,0.02,0.0,0.01,0.06,24.0
Dr. Muto,2002.0,0.04,0.01,0.0,0.0,0.06,24.0
Harry Potter and the Sorcerer's Stone,2001.0,0.01,0.04,0.0,0.01,0.06,76.0
Girls RPG: Cinderellife,2012.0,0.0,0.0,0.06,0.0,0.06,24.0
Tom Clancy's Rainbow Six: Critical Hour,2008.0,0.04,0.01,0.0,0.0,0.06,14.0
Scrabble Blast!,2005.0,0.04,0.01,0.0,0.0,0.06,24.0
Scurge: Hive,2006.0,0.05,0.0,0.0,0.0,0.06,5.0
Fate/Stay Night [Réalta Nua],2012.0,0.0,0.0,0.06,0.0,0.06,24.0
Remember Me,2013.0,0.0,0.05,0.0,0.0,0.06,1007.0
Gintama no Sugoroku,2013.0,0.0,0.0,0.06,0.0,0.06,24.0
The Lord of the Rings: Aragorn's Quest,2010.0,0.03,0.02,0.0,0.01,0.06,24.0
Doraemon 4: Nobita to Toki no Okoku,1995.0,0.0,0.0,0.06,0.0,0.06,24.0
Myst,1994.0,0.0,0.0,0.06,0.0,0.06,24.0
Miracle Girls Festival,2015.0,0.0,0.0,0.06,0.0,0.06,24.0
Toaru Kagaku no Chou Denjihou,2011.0,0.0,0.0,0.06,0.0,0.06,24.0
Starwinder: The Ultimate Space Race,1996.0,0.03,0.02,0.0,0.0,0.06,24.0
Challenge Me: Brain Puzzles 2,2010.0,0.0,0.05,0.0,0.0,0.06,24.0
Angelique Trois,2000.0,0.0,0.0,0.06,0.0,0.06,24.0
Zendoku,2007.0,0.05,0.0,0.0,0.0,0.06,24.0
Dance Dance Revolution: Mario Mix (JP sales),2005.0,0.0,0.0,0.05,0.0,0.06,24.0
Winx Club: Mission Enchantix,2008.0,0.03,0.02,0.0,0.0,0.06,24.0
FIFA Soccer 06,2005.0,0.05,0.0,0.0,0.0,0.06,24.0
A-Train 6,2000.0,0.0,0.0,0.06,0.0,0.06,24.0
Meitantei Conan: Tantei Ryoku Trainer,2007.0,0.0,0.0,0.06,0.0,0.06,24.0
MotoGP,2002.0,0.04,0.01,0.0,0.0,0.06,24.0
Dino Pets,2009.0,0.05,0.0,0.0,0.0,0.06,24.0
ESPN International Winter Sports 2002,2002.0,0.03,0.02,0.0,0.01,0.06,24.0
"Tennis no Oji-Sama: Doubles no Oji-Sama - Girls, Be Gracious!",2009.0,0.0,0.0,0.06,0.0,0.06,24.0
KimiKiss (ebKore+),2008.0,0.0,0.0,0.06,0.0,0.06,24.0
Champion Jockey: G1 Jockey & Gallop Racer,2011.0,0.0,0.05,0.0,0.01,0.06,24.0
Gold and Glory: The Road to El Dorado,2000.0,0.03,0.02,0.0,0.0,0.06,24.0
Choro Q Marine: Q Boat,1998.0,0.0,0.0,0.05,0.0,0.06,24.0
NBA Live 07,2006.0,0.04,0.01,0.0,0.0,0.06,13.0
Caligula,2016.0,0.0,0.0,0.06,0.0,0.06,24.0
BattleBots: Beyond the BattleBox,2002.0,0.04,0.01,0.0,0.0,0.06,24.0
Yuugen Gaisha Brave Company,2011.0,0.0,0.0,0.06,0.0,0.06,24.0
Diva Girls: Divas on Ice,2009.0,0.05,0.0,0.0,0.0,0.06,24.0
Handball 16,2015.0,0.0,0.05,0.0,0.01,0.06,4.0
Ken to Mahou to Gakuen Mono. 3D,2011.0,0.0,0.0,0.06,0.0,0.06,24.0
Mighty Beanz: Pocket Puzzles,2004.0,0.04,0.01,0.0,0.0,0.06,24.0
Dreamer Series: Babysitter,2009.0,0.05,0.0,0.0,0.0,0.06,24.0
Samurai Warriors 4: Empires,2015.0,0.0,0.0,0.06,0.0,0.06,24.0
Ride to Hell,2013.0,0.04,0.01,0.0,0.01,0.06,433.0
The King of Fighters '96,1996.0,0.0,0.0,0.06,0.0,0.06,24.0
Nobunaga no Yabou: Souzou,2014.0,0.0,0.0,0.06,0.0,0.06,24.0
Friends: The One with All the Trivia,2005.0,0.03,0.02,0.0,0.01,0.06,24.0
Mame Goma 2: Uchi no Ko ga Ichiban!,2008.0,0.0,0.0,0.06,0.0,0.06,24.0
Backyard NFL Football '08,2007.0,0.03,0.02,0.0,0.01,0.06,24.0
The Saboteur,2009.0,0.0,0.05,0.0,0.01,0.06,236.0
Gunbird,1995.0,0.0,0.0,0.06,0.0,0.06,24.0
Dream C Club Portable,2010.0,0.0,0.0,0.06,0.0,0.06,24.0
Hail to the Chimp,2008.0,0.05,0.0,0.0,0.0,0.06,7.0
Tom Clancy's Rainbow Six 3,2004.0,0.04,0.01,0.0,0.0,0.06,5.0
Elemental Gearbolt,1997.0,0.03,0.02,0.0,0.0,0.06,24.0
Rocket League,2016.0,0.01,0.04,0.0,0.0,0.06,580.0
Warriors: Legends of Troy,2011.0,0.0,0.04,0.01,0.01,0.06,24.0
Nobunaga's Ambition: Sphere of Influence - Sengoku Risshiden,2016.0,0.01,0.0,0.05,0.0,0.06,24.0
WWF Wrestlemania: The Arcade Game,1995.0,0.03,0.02,0.0,0.0,0.06,24.0
Dungeon Explorer: Warriors of Ancient Arts,2007.0,0.05,0.0,0.0,0.0,0.06,24.0
Cabela's Big Game Hunter 2005 Adventures,2004.0,0.04,0.01,0.0,0.0,0.06,24.0
Mega Man 8 Anniversary Collector's Edition,1997.0,0.0,0.0,0.06,0.0,0.06,24.0
Whiplash,2003.0,0.04,0.01,0.0,0.0,0.06,24.0
V-Rally 3,2002.0,0.03,0.02,0.0,0.01,0.06,14.0
Pro Yakyuu Famista 2011,2011.0,0.0,0.0,0.06,0.0,0.06,24.0
Impact Racing,1996.0,0.03,0.02,0.0,0.0,0.06,24.0
Mirror's Edge,2009.0,0.0,0.05,0.0,0.01,0.06,1026.0
Titan Quest,2006.0,0.01,0.04,0.0,0.01,0.06,387.0
Amazing Island,2004.0,0.04,0.01,0.0,0.0,0.06,7.0
Space Chimps,2008.0,0.05,0.0,0.0,0.0,0.06,24.0
SeaBlade,2002.0,0.04,0.01,0.0,0.0,0.06,24.0
Jikkyou Powerful Pro Yakyuu DreamCast Edition,2000.0,0.0,0.0,0.06,0.0,0.06,24.0
Carmen Sandiego: The Secret of the Stolen Drums,2004.0,0.03,0.02,0.0,0.01,0.06,24.0
Izuna 2: The Unemployed Ninja Returns,2007.0,0.05,0.0,0.0,0.0,0.06,13.0
Tokyo Mono Harashi: Karasu no Mori Gakuen Kitan,2010.0,0.0,0.0,0.06,0.0,0.06,24.0
Saki: Zenkoku-hen,2015.0,0.0,0.0,0.06,0.0,0.06,24.0
Point Blank DS (US sales),2006.0,0.05,0.0,0.0,0.0,0.06,24.0
Ski Region Simulator,2011.0,0.0,0.05,0.0,0.01,0.06,24.0
MotoGP 4 - Official Game of MotoGP,2005.0,0.03,0.02,0.0,0.01,0.06,24.0
Gothic 3,2006.0,0.0,0.05,0.0,0.01,0.06,519.0
Roogoo Twisted Towers,2009.0,0.05,0.0,0.0,0.0,0.05,24.0
Kyoukai Senjou no Horizon Portable,2013.0,0.0,0.0,0.05,0.0,0.05,24.0
Shining Force III: Scenario 2,1998.0,0.0,0.0,0.05,0.0,0.05,24.0
History Great Empires: Rome,2009.0,0.05,0.0,0.0,0.0,0.05,24.0
7 Days to Die,2016.0,0.03,0.02,0.0,0.0,0.05,74.0
Chuck E. Cheese's Playhouse,2010.0,0.05,0.0,0.0,0.0,0.05,24.0
Worms World Party,2002.0,0.04,0.01,0.0,0.0,0.05,24.0
Medabots: Metabee,2002.0,0.04,0.01,0.0,0.0,0.05,24.0
Alvin and the Chipmunks,2007.0,0.05,0.0,0.0,0.0,0.05,20.0
Final Fight: Streetwise,2006.0,0.03,0.02,0.0,0.01,0.05,11.0
Speed Kings,2003.0,0.04,0.01,0.0,0.0,0.05,4.0
Rebelstar: Tactical Command,2005.0,0.04,0.01,0.0,0.0,0.05,10.0
F1 2010,2010.0,0.0,0.05,0.0,0.01,0.05,99.0
Gladiator: Sword of Vengeance,2003.0,0.04,0.01,0.0,0.0,0.05,7.0
Minna to Kimi no Piramekino!,2010.0,0.0,0.0,0.05,0.0,0.05,24.0
Dungeon Keeper 2,1999.0,0.0,0.05,0.0,0.01,0.05,100.0
Bombastic,2002.0,0.03,0.02,0.0,0.01,0.05,6.0
NHL Powerplay 98,1997.0,0.03,0.02,0.0,0.0,0.05,24.0
My Amusement Park,2010.0,0.05,0.0,0.0,0.0,0.05,24.0
Chocolatier,2010.0,0.05,0.0,0.0,0.0,0.05,24.0
Kid Fit Island Resort,2010.0,0.05,0.0,0.0,0.0,0.05,24.0
Jewel Link Chronicles: Mountains of Madness,2008.0,0.0,0.05,0.0,0.01,0.05,24.0
Olympic Soccer: Atlanta 1996,1996.0,0.03,0.02,0.0,0.0,0.05,24.0
Samurai Dou Portable,2008.0,0.0,0.0,0.05,0.0,0.05,24.0
Phantasy Star Online Episode I & II Plus,2003.0,0.04,0.01,0.0,0.0,0.05,24.0
Coraline,2009.0,0.05,0.0,0.0,0.0,0.05,8.0
Major League Baseball 2K11,2011.0,0.05,0.0,0.0,0.01,0.05,24.0
Front Mission 2089: Border of Madness,2008.0,0.0,0.0,0.05,0.0,0.05,24.0
Dual Hearts,2002.0,0.03,0.02,0.0,0.01,0.05,24.0
NFL Quarterback Club 2002,2001.0,0.04,0.01,0.0,0.0,0.05,24.0
Xiaolin Showdown,2006.0,0.05,0.0,0.0,0.0,0.05,24.0
Chaos;Child,2015.0,0.0,0.0,0.05,0.0,0.05,24.0
Hearts of Iron IV,2016.0,0.0,0.05,0.0,0.0,0.05,306.0
Wing Commander: Prophecy,2003.0,0.04,0.01,0.0,0.0,0.05,7.0
